_num_key,org,#,ID_combined,Giocatore_combined,Ruolo_combined,Ruolo2_combined,Squadra_combined,Min.Gioc._combined,G_combined,GF_combined,GS_combined,Aut_combined,Ass_combined,CS_combined,GF.1_combined,GS.1_combined,Aut.1_combined,Ass.1_combined,TS_combined,GF.2_combined,GS.2_combined,Aut.2_combined,Ass.2_combined,M2_combined,M3_combined,Amm_combined,Esp_combined,Gdv_combined,Gdp_combined,RigS_combined,RigP_combined,Rt_combined,Rs_combined,T_combined,VG_combined,VC_combined,VTS_combined,_name_norm_combined,ID_new,Giocatore_new,Ruolo_new,Ruolo2_new,Squadra_new,Min.Gioc._new,G_new,GF_new,GS_new,Aut_new,Ass_new,CS_new,GF.1_new,GS.1_new,Aut.1_new,Ass.1_new,TS_new,GF.2_new,GS.2_new,Aut.2_new,Ass.2_new,M2_new,M3_new,Amm_new,Esp_new,Gdv_new,Gdp_new,RigS_new,RigP_new,Rt_new,Rs_new,T_new,VG_new,VC_new,VTS_new,_name_norm_new,matched_norm,match_score
422.0,JH,422.0,422,PEZZELLA GI.,D,D,CREMONESE,,7.04,0.0,0.0,0.0,1.0,6.5,0.0,0.0,0.0,1.0,6.5,0.0,0.0,0.0,1.0,6.75,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.5,7.5,pezzella gi.,422,PEZZELLA GI.,D,D,CREMONESE,,7.04,0.0,0.0,0.0,1.0,6.5,0.0,0.0,0.0,1.0,6.5,0.0,0.0,0.0,1.0,6.75,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.5,7.5,pezzella gi.,pezzella gi.,100.0
650.0,,,650,PICCININI G.,C,C,PISA,,"s,v,",0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,piccinini g.,650,PICCININI G.,C,C,PISA,,"s,v,",0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,piccinini g.,piccinini g.,100.0
928.0,,,928,PIERINI N.,A,A,SASSUOLO,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,pierini n.,928,PIERINI N.,A,A,SASSUOLO,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,pierini n.,pierini n.,100.0
651.0,,,651,PIERRET B.,C,C,LECCE,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pierret b.,651,PIERRET B.,C,C,LECCE,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pierret b.,pierret b.,100.0
930.0,JK,930.0,930,PINAMONTI A.,A,A,SASSUOLO,,5.53,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.25,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.0,5.0,pinamonti a.,930,PINAMONTI A.,A,A,SASSUOLO,,5.53,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.25,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.0,5.0,pinamonti a.,pinamonti a.,100.0
,,,ALL.,PIOLI S.,ALL,ALL,FIORENTINA,,6,,,,,5.5,,,,,5.5,,,,,,,0.0,0.0,,,,,,,,,,,pioli s.,ALL.,PIOLI S.,ALL,ALL,FIORENTINA,,6,,,,,5.5,,,,,5.5,,,,,,,0.0,0.0,,,,,,,,,,,pioli s.,pioli s.,100.0
,,,ALL.,PISACANE F.,ALL,ALL,CAGLIARI,,6.5,,,,,7,,,,,6.5,,,,,,,0.0,0.0,,,,,,,,,,,pisacane f.,ALL.,PISACANE F.,ALL,ALL,CAGLIARI,,6.5,,,,,7,,,,,6.5,,,,,,,0.0,0.0,,,,,,,,,,,pisacane f.,pisacane f.,100.0
654.0,MT,654.0,654,POBEGA T.,C,C,BOLOGNA,,5.04,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,pobega t.,654,POBEGA T.,C,C,BOLOGNA,,5.04,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,pobega t.,pobega t.,100.0
931.0,,,931,POLITANO M.,A,A,NAPOLI,,7.53,0.0,0.0,0.0,1.0,7,0.0,0.0,0.0,1.0,6.5,0.0,0.0,0.0,1.0,7.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,7.0,7.5,politano m.,931,POLITANO M.,A,A,NAPOLI,,7.53,0.0,0.0,0.0,1.0,7,0.0,0.0,0.0,1.0,6.5,0.0,0.0,0.0,1.0,7.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,7.0,7.5,politano m.,politano m.,100.0
352.0,,,352,PONGRACIC M.,D,D,FIORENTINA,,6.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.75,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.0,5.0,pongracic m.,352,PONGRACIC M.,D,D,FIORENTINA,,6.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.75,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.0,5.0,pongracic m.,pongracic m.,100.0
655.0,,,655,PRATI M.,C,C,CAGLIARI,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.5,prati m.,655,PRATI M.,C,C,CAGLIARI,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.5,prati m.,prati m.,100.0
142.0,,,142,PROVEDEL I.,P,P,LAZIO,,5.04,0.0,2.0,0.0,0.0,5.5,0.0,2.0,0.0,0.0,6,0.0,2.0,0.0,0.0,5.25,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.5,4.0,provedel i.,142,PROVEDEL I.,P,P,LAZIO,,5.04,0.0,2.0,0.0,0.0,5.5,0.0,2.0,0.0,0.0,6,0.0,2.0,0.0,0.0,5.25,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.5,4.0,provedel i.,provedel i.,100.0
354.0,,,354,PROVSTGAARD O.,D,D,LAZIO,,5.53,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,5.5,provstgaard o.,354,PROVSTGAARD O.,D,D,LAZIO,,5.53,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,5.5,provstgaard o.,provstgaard o.,100.0
934.0,PP,934.0,934,PULISIC C.,A,A,MILAN,,5.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.25,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.5,5.0,pulisic c.,934,PULISIC C.,A,A,MILAN,,5.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.25,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.5,5.0,pulisic c.,pulisic c.,100.0
658.0,,,658,RAMADANI Y.,C,C,LECCE,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.5,ramadani y.,658,RAMADANI Y.,C,C,LECCE,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.5,ramadani y.,ramadani y.,100.0
423.0,VK,423.0,423,RAMON J.,D,D,COMO,,7.04,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,7.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.5,6.5,ramon j.,423,RAMON J.,D,D,COMO,,7.04,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,7.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.5,6.5,ramon j.,ramon j.,100.0
356.0,JK,356.0,356,RANIERI L.,D,D,FIORENTINA,,5.53,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.75,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,6.0,6.0,ranieri l.,356,RANIERI L.,D,D,FIORENTINA,,5.53,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.75,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,6.0,6.0,ranieri l.,ranieri l.,100.0
359.0,JP,359.0,359,RENSCH D.,D,D,ROMA,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rensch d.,359,RENSCH D.,D,D,ROMA,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rensch d.,rensch d.,100.0
360.0,,,360,ROBERTO S.,D,D,COMO,,6.53,0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,roberto s.,360,ROBERTO S.,D,D,COMO,,6.53,0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,roberto s.,roberto s.,100.0
937.0,IÄ,937.0,937,RODRIGUEZ J.,A,A,COMO,,7.53,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,7.25,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,7.0,6.0,rodriguez j.,937,RODRIGUEZ J.,A,A,COMO,,7.53,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,7.25,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,7.0,6.0,rodriguez j.,rodriguez j.,100.0
362.0,,,362,ROMAGNA F.,D,D,SASSUOLO,,6.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.75,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.5,6.0,romagna f.,362,ROMAGNA F.,D,D,SASSUOLO,,6.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.75,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.5,6.0,romagna f.,romagna f.,100.0
663.0,JK,663.0,663,ROVELLA N.,C,C,LAZIO,15.0,5.53,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.25,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,5.5,rovella n.,663,ROVELLA N.,C,C,LAZIO,15.0,5.53,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.25,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,5.5,rovella n.,rovella n.,100.0
365.0,VK,365.0,365,RRAHMANI A.,D,D,NAPOLI,,6.53,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.75,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,7.0,6.5,rrahmani a.,365,RRAHMANI A.,D,D,NAPOLI,,6.53,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.75,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,7.0,6.5,rrahmani a.,rrahmani a.,100.0
666.0,IÄ,666.0,666,SAELEMAEKERS A.,C,C,MILAN,,5.53,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.75,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,6.0,6.0,saelemaekers a.,666,SAELEMAEKERS A.,C,C,MILAN,,5.53,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.75,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,6.0,6.0,saelemaekers a.,saelemaekers a.,100.0
667.0,VK,667.0,667,SAMARDZIC L.,C,C,ATALANTA,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,samardzic l.,667,SAMARDZIC L.,C,C,ATALANTA,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,samardzic l.,samardzic l.,100.0
939.0,VK,939.0,939,SANABRIA A.,A,A,CREMONESE,15.0,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,sanabria a.,939,SANABRIA A.,A,A,CREMONESE,15.0,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,sanabria a.,sanabria a.,100.0
,,,ALL.,SARRI M.,ALL,ALL,LAZIO,,5,,,,,5,,,,,5,,,,,,,0.0,0.0,,,,,,,,,,,sarri m.,ALL.,SARRI M.,ALL,ALL,LAZIO,,5,,,,,5,,,,,5,,,,,,,0.0,0.0,,,,,,,,,,,sarri m.,sarri m.,100.0
374.0,MT,374.0,374,SCALVINI G.,D,D,ATALANTA,,6.02,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,scalvini g.,374,SCALVINI G.,D,D,ATALANTA,,6.02,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,scalvini g.,scalvini g.,100.0
942.0,MT,942.0,942,SCAMACCA G.,A,A,ATALANTA,,6.53,1.0,0.0,0.0,0.0,7,1.0,0.0,0.0,0.0,7,1.0,0.0,0.0,0.0,6.75,6.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.5,10.0,10.0,scamacca g.,942,SCAMACCA G.,A,A,ATALANTA,,6.53,1.0,0.0,0.0,0.0,7,1.0,0.0,0.0,0.0,7,1.0,0.0,0.0,0.0,6.75,6.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.5,10.0,10.0,scamacca g.,scamacca g.,100.0
152.0,MT,152.0,152,SEMPER A.,P,P,PISA,,6.53,0.0,1.0,0.0,0.0,6.5,0.0,1.0,0.0,0.0,6,0.0,1.0,0.0,0.0,6.5,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,5.0,semper a.,152,SEMPER A.,P,P,PISA,,6.53,0.0,1.0,0.0,0.0,6.5,0.0,1.0,0.0,0.0,6,0.0,1.0,0.0,0.0,6.5,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,5.0,semper a.,semper a.,100.0
155.0,,,155,SKORUPSKI L.,P,P,BOLOGNA,,6.53,0.0,1.0,0.0,0.0,6,0.0,1.0,0.0,0.0,6.5,0.0,1.0,0.0,0.0,6.25,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.0,5.5,skorupski l.,155,SKORUPSKI L.,P,P,BOLOGNA,,6.53,0.0,1.0,0.0,0.0,6,0.0,1.0,0.0,0.0,6.5,0.0,1.0,0.0,0.0,6.25,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.0,5.5,skorupski l.,skorupski l.,100.0
379.0,,,379,SMOLCIC I.,D,D,COMO,15.0,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,smolcic i.,379,SMOLCIC I.,D,D,COMO,15.0,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,smolcic i.,smolcic i.,100.0
669.0,IÄ,669.0,669,SOHM S.,C,C,FIORENTINA,,5.53,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.25,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.0,6.0,sohm s.,669,SOHM S.,C,C,FIORENTINA,,5.53,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.25,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.0,6.0,sohm s.,sohm s.,100.0
708.0,PP,708.0,708,SORENSEN O.,C,C,PARMA,15.0,6.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.75,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,5.0,sorensen o.,708,SORENSEN O.,C,C,PARMA,15.0,6.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.75,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,5.0,sorensen o.,sorensen o.,100.0
670.0,JH,670.0,670,SOTTIL R.,C,C,LECCE,15.0,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.5,sottil r.,670,SOTTIL R.,C,C,LECCE,15.0,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.5,sottil r.,sottil r.,100.0
946.0,PP,946.0,946,SOULE M.,A,A,ROMA,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,soule m.,946,SOULE M.,A,A,ROMA,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,soule m.,soule m.,100.0
381.0,JK,381.0,381,SPINAZZOLA L.,D,D,NAPOLI,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spinazzola l.,381,SPINAZZOLA L.,D,D,NAPOLI,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spinazzola l.,spinazzola l.,100.0
671.0,JP,671.0,671,STANCIU N.,C,C,GENOA,,6.53,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.75,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,7.0,6.0,stanciu n.,671,STANCIU N.,C,C,GENOA,,6.53,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.75,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,7.0,6.0,stanciu n.,stanciu n.,100.0
674.0,,,674,SULEMANA,C,C,ATALANTA,15.0,6.03,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,sulemana,674,SULEMANA,C,C,ATALANTA,15.0,6.03,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,sulemana,sulemana,100.0
159.0,JH,159.0,159,SUZUKI Z.,P,P,PARMA,,6.53,0.0,2.0,0.0,0.0,6,0.0,2.0,0.0,0.0,6,0.0,2.0,0.0,0.0,6.25,6.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.5,3.5,suzuki z.,159,SUZUKI Z.,P,P,PARMA,,6.53,0.0,2.0,0.0,0.0,6,0.0,2.0,0.0,0.0,6,0.0,2.0,0.0,0.0,6.25,6.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.5,3.5,suzuki z.,suzuki z.,100.0
160.0,,,160,SVILAR M.,P,P,ROMA,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,svilar m.,160,SVILAR M.,P,P,ROMA,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,svilar m.,svilar m.,100.0
385.0,JK,385.0,385,TERRACCIANO F.,D,D,CREMONESE,,6.53,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,6.25,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.5,6.5,terracciano f.,385,TERRACCIANO F.,D,D,CREMONESE,,6.53,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,6.25,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.5,6.5,terracciano f.,terracciano f.,100.0
677.0,,,677,THORSBY M.,C,C,GENOA,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thorsby m.,677,THORSBY M.,C,C,GENOA,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thorsby m.,thorsby m.,100.0
679.0,VK,679.0,679,THURAM K.,C,C,JUVENTUS,,6.53,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,6.5,6.5,thuram k.,679,THURAM K.,C,C,JUVENTUS,,6.53,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,6.5,6.5,thuram k.,thuram k.,100.0
387.0,TE,387.0,387,TOMORI F.,D,D,MILAN,,5.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.25,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.5,5.5,tomori f.,387,TOMORI F.,D,D,MILAN,,5.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.25,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.5,5.5,tomori f.,tomori f.,100.0
