giornata,manager,team_total,player_num,role,name,vote,sub_used,indicators,adjustments
1,Ekholm,68.5,1,P,Musso,5.5,False,,-2
1,Ekholm,68.5,2,D,Romagnoli,5.0,False,,
1,Ekholm,68.5,3,D,Lovato,6.5,False,,
1,Ekholm,68.5,4,D,Tomori,6.5,False,,
1,Ekholm,68.5,5,C,Weah Tim.,5.5,False,,
1,Ekholm,68.5,6,C,Loftus-Cheek,7.5,False,A,
1,Ekholm,68.5,7,C,Pasalic,,False,,
1,Ekholm,68.5,8,C,Felipe Anderson,5.0,False,,
1,Ekholm,68.5,9,A,Belotti,6.0,False,,
1,Ekholm,68.5,10,A,Giroud,9.0,False,GG,
1,Ekholm,68.5,11,A,Almqvist,6.5,False,,
1,Ekholm,68.5,12,A,Arnautovic,,False,,
1,Ekholm,68.5,13,C,Bove,,False,,
1,Ekholm,68.5,14,C,Fagioli,5.5,True,,
1,Ekholm,68.5,15,D,Kristensen Ra.,5.0,False,,
1,Ekholm,68.5,16,C,Lovric,6.0,False,,
1,Ekholm,68.5,17,D,Casale,4.5,False,,
1,Ekholm,68.5,18,D,Ndicka,,False,,
1,Ekholm,68.5,19,D,Gendrey,6.0,False,,
1,Ekholm,68.5,20,C,Iling-Junior,7.0,False,S,
1,Ekholm,68.5,21,A,Ake,,False,,
1,Ekholm,68.5,22,C,Bertini,,False,,
1,Ekholm,68.5,23,P,Carnesecchi,,False,,
1,Harma,70.0,1,P,Consigli,6.5,False,,-2
1,Harma,70.0,2,D,Bakker,,False,,
1,Harma,70.0,3,D,Bijol,6.0,False,,
1,Harma,70.0,4,D,Vasquez Johan,6.5,False,,
1,Harma,70.0,5,D,Gallo An.,5.0,False,,
1,Harma,70.0,6,C,Barella,6.0,False,,
1,Harma,70.0,7,C,Ciurria,7.5,False,A,
1,Harma,70.0,8,C,Ricci Samuele,6.5,False,S,
1,Harma,70.0,9,A,Vlahovic,8.0,False,G,
1,Harma,70.0,10,A,Zaccagni,5.5,False,,
1,Harma,70.0,11,A,Kvaratskhelia,7.5,False,S,
1,Harma,70.0,12,C,Vlasic,5.0,True,,
1,Harma,70.0,13,A,Banda,8.0,False,SS,
1,Harma,70.0,14,A,Caputo,5.0,False,,
1,Harma,70.0,15,C,Deiola,,False,,
1,Harma,70.0,16,C,Maleh,,False,,
1,Harma,70.0,17,C,Barak,,False,,
1,Harma,70.0,18,C,Akpa Akpro,,False,,
1,Harma,70.0,19,C,Fazzini,5.5,False,,
1,Harma,70.0,20,D,Luperto,5.5,False,,
1,Harma,70.0,21,D,Baschirotto,6.0,False,,
1,Harma,70.0,22,D,Bellanova,5.5,False,,
1,Harma,70.0,23,D,Vina,5.0,False,,
1,Harma,70.0,24,D,De Silvestri,,False,,
1,Keränen,63.0,1,P,Di Gregorio,7.0,False,,
1,Keränen,63.0,2,D,Zappacosta,5.0,False,,
1,Keränen,63.0,3,D,Parisi Fa.,5.5,False,,
1,Keränen,63.0,4,D,Ruggeri,5.0,False,,
1,Keränen,63.0,5,D,Dimarco,7.0,False,S,
1,Keränen,63.0,6,C,Oristanio,4.5,False,,
1,Keränen,63.0,7,C,Locatelli M.,5.5,False,,
1,Keränen,63.0,8,C,Chiesa F.,5.5,False,,
1,Keränen,63.0,9,A,Sottil R.,5.0,False,,
1,Keränen,63.0,10,A,Immobile,5.5,False,,
1,Keränen,63.0,11,A,Retegui,7.5,False,G,
1,Keränen,63.0,12,P,Sorrentino,,False,,
1,Keränen,63.0,13,A,Isaksen,5.5,False,,
1,Keränen,63.0,14,C,Rovella,,False,,
1,Keränen,63.0,15,D,Zanoli,,False,,
1,Keränen,63.0,16,D,Augello,5.5,False,,
1,Keränen,63.0,17,D,Spinazzola,5.5,False,,
1,Keränen,63.0,18,C,Moro Ni.,6.0,False,,
1,Keränen,63.0,19,A,Pinamonti,4.5,False,,
1,Keränen,63.0,20,C,Gonzalez Joan,5.5,False,,
1,Keränen,63.0,21,C,Ranocchia Fi.,,False,,
1,Keränen,63.0,22,D,Pirola,5.5,False,,
1,Keränen,63.0,23,D,Terracciano Fi.,6.5,False,,
1,Keränen,63.0,24,C,Brescianini,6.0,False,,
1,Keränen,63.0,25,C,Nicolussi Caviglia,,False,,
1,Kouvonkorpi,70.5,1,P,Maignan,6.0,False,,-1
1,Kouvonkorpi,70.5,2,D,Mazzocchi,5.0,False,,
1,Kouvonkorpi,70.5,3,D,Izzo,6.5,False,,
1,Kouvonkorpi,70.5,4,D,Carlos Augusto,6.0,False,,
1,Kouvonkorpi,70.5,5,C,Lobotka,6.5,False,,
1,Kouvonkorpi,70.5,6,C,Arthur,6.5,False,S,
1,Kouvonkorpi,70.5,7,C,Anguissa,6.5,False,,
1,Kouvonkorpi,70.5,8,C,Frattesi,6.0,False,,
1,Kouvonkorpi,70.5,9,C,Samardzic,8.0,False,G,
1,Kouvonkorpi,70.5,10,C,Luis Alberto,6.0,False,,
1,Kouvonkorpi,70.5,11,A,Leao,7.5,False,A,
1,Kouvonkorpi,70.5,12,P,Sportiello,,False,,
1,Kouvonkorpi,70.5,13,A,Castellanos,5.5,False,,
1,Kouvonkorpi,70.5,14,C,Infantino,,False,,
1,Kouvonkorpi,70.5,15,C,Gagliardini,7.5,False,,
1,Kouvonkorpi,70.5,16,D,Cuadrado,6.5,False,,
1,Kouvonkorpi,70.5,17,A,Cambiaghi,5.5,False,,
1,Kouvonkorpi,70.5,18,A,Romero Luka,,False,,
1,Kouvonkorpi,70.5,19,C,Musah,6.0,False,,
1,Kouvonkorpi,70.5,20,C,Miretti,,False,,
1,Kouvonkorpi,70.5,21,D,Sambia,,False,,
1,Kouvonkorpi,70.5,22,D,D'Ambrosio,6.0,False,,
1,Kouvonkorpi,70.5,23,D,Beukema,6.5,False,,
1,Kouvonkorpi,70.5,24,D,Corazza,5.5,False,,
1,Kouvonkorpi,70.5,25,A,Brenner,,False,,
1,Kouvonkorpi,70.5,26,D,Matturro,,False,,
1,Pekkala,71.0,1,P,Martinez Josep,6.5,False,,
1,Pekkala,71.0,2,D,Cambiaso,5.5,False,,
1,Pekkala,71.0,3,D,Hernandez Theo,8.0,False,G,
1,Pekkala,71.0,4,D,Thiaw,6.5,False,,
1,Pekkala,71.0,5,C,De Ketelaere,5.5,False,,
1,Pekkala,71.0,6,C,Aouar,7.0,False,G,
1,Pekkala,71.0,7,C,Strefezza,6.0,False,,
1,Pekkala,71.0,8,C,Baldanzi,5.0,False,,
1,Pekkala,71.0,9,A,Thuram Ma.,7.5,False,S,
1,Pekkala,71.0,10,A,Dybala,5.0,False,,
1,Pekkala,71.0,11,A,Pulisic,8.5,False,G,
1,Pekkala,71.0,12,P,Leali,,False,,
1,Pekkala,71.0,13,A,Dia,8.0,False,G,
1,Pekkala,71.0,14,A,Lauriente,5.5,False,,
1,Pekkala,71.0,15,A,Colombo Lo.,,False,,
1,Pekkala,71.0,16,C,Harroui,7.5,False,G,
1,Pekkala,71.0,17,C,Fabbian,,False,,
1,Pekkala,71.0,18,C,Soule,,False,,
1,Pekkala,71.0,19,C,Volpato,,False,,
1,Pekkala,71.0,20,C,Pafundi,,False,,
1,Pekkala,71.0,21,D,Doig,6.0,False,,
1,Pekkala,71.0,22,D,Dragusin,6.5,False,,
1,Pekkala,71.0,23,D,Pongracic,6.5,False,,
1,Pekkala,71.0,24,D,Obert,5.0,False,,
1,Putula,65.5,1,P,Montipo,6.5,False,,-1
1,Putula,65.5,2,D,Kolasinac,6.5,False,,
1,Putula,65.5,3,D,Schuurs,6.0,False,G,
1,Putula,65.5,4,D,Bremer,5.0,False,,
1,Putula,65.5,5,C,Koopmeiners,5.0,False,,
1,Putula,65.5,6,C,Reijnders,7.0,False,,
1,Putula,65.5,7,C,Rabiot,5.0,False,,
1,Putula,65.5,8,C,Nandez,6.5,False,,
1,Putula,65.5,9,A,Lookman,4.5,False,,
1,Putula,65.5,10,A,Osimhen,8.0,False,G,
1,Putula,65.5,11,A,Nzola,5.5,False,,
1,Putula,65.5,12,A,Zirkzee,7.5,False,S,
1,Putula,65.5,13,C,Coulibaly Las.,6.0,False,,
1,Putula,65.5,14,C,Marin,6.0,False,,
1,Putula,65.5,15,C,Saponara,,False,,
1,Putula,65.5,16,C,Tameze,,False,,
1,Putula,65.5,17,C,Rafia,8.0,False,G,
1,Putula,65.5,18,D,Vojvoda,5.5,False,,
1,Putula,65.5,19,D,Natan,,False,,
1,Putula,65.5,20,D,Amione,,False,,
1,Putula,65.5,21,D,Palomino,,False,,
1,Putula,65.5,22,D,Zemura,,False,,
1,Putula,65.5,23,D,De Winter,,False,,
1,Tuuri,68.0,1,P,Silvestri Ma.,6.0,False,,-1
1,Tuuri,68.0,2,D,Di Lorenzo,8.5,False,G,
1,Tuuri,68.0,3,D,Biraghi,,False,,
1,Tuuri,68.0,4,D,Milenkovic,6.0,False,,
1,Tuuri,68.0,5,C,Bonaventura,5.5,False,,
1,Tuuri,68.0,6,D,Scalvini,5.0,False,,
1,Tuuri,68.0,7,C,Candreva,7.5,False,S,
1,Tuuri,68.0,8,C,Pessina,6.5,False,,
1,Tuuri,68.0,9,A,Scamacca,6.0,False,,
1,Tuuri,68.0,10,A,Raspadori,5.0,False,R,
1,Tuuri,68.0,11,A,Beltran,6.5,False,,
1,Tuuri,68.0,12,P,Padelli,,False,,
1,Tuuri,68.0,13,A,Berardi D.,,False,,
1,Tuuri,68.0,14,A,Orsolini,5.5,False,,
1,Tuuri,68.0,15,C,Mandragora,5.5,True,,
1,Tuuri,68.0,16,C,Ferguson,8.0,False,G,
1,Tuuri,68.0,17,C,Folorunsho,5.5,False,,
1,Tuuri,68.0,18,C,Cancellieri,5.0,False,,
1,Tuuri,68.0,19,D,Faraoni,5.0,False,,
1,Tuuri,68.0,20,D,Buongiorno,5.0,False,,
1,Tuuri,68.0,21,D,Coppola Di.,,False,,
1,Tuuri,68.0,22,D,Viti,,False,,
1,Tuuri,68.0,23,A,Mulattieri,,False,,
1,Tuuri,68.0,24,D,Dorgu,6.5,False,,
1,Äärelä,72.5,1,P,Ochoa,7.0,False,,-1
1,Äärelä,72.5,2,D,Danilo Luiz,6.5,False,,
1,Äärelä,72.5,3,D,Dumfries,7.5,False,G,
1,Äärelä,72.5,4,D,Dodo,6.0,False,,
1,Äärelä,72.5,5,C,Zielinski,6.0,False,,
1,Äärelä,72.5,6,C,Calhanoglu,6.5,False,,
1,Äärelä,72.5,7,C,Mkhitaryan,6.0,False,,
1,Äärelä,72.5,8,C,Pellegrini Lo.,5.5,False,,
1,Äärelä,72.5,9,A,Martinez La.,8.0,False,G,
1,Äärelä,72.5,10,A,Gonzalez Ni.,7.5,False,G,
1,Äärelä,72.5,11,C,Elmas,,False,,
1,Äärelä,72.5,12,C,Chukwueze,6.0,True,,
1,Äärelä,72.5,13,C,Kamada,5.0,False,,
1,Äärelä,72.5,14,D,Olivera Ma.,6.0,False,,
1,Äärelä,72.5,15,A,Carboni Val.,,False,,
1,Äärelä,72.5,16,D,Toloi,,False,,
1,Äärelä,72.5,17,D,Kyriakopoulos,,False,,
1,Äärelä,72.5,18,D,Gatti Fe.,,False,,
1,Äärelä,72.5,19,C,Barrenechea,6.5,False,,
1,Äärelä,72.5,20,D,Pellegrino Ma.,,False,,
1,Äärelä,72.5,21,A,Touré E.B.,,False,,
2,Ekholm,66.0,1,P,Musso,,False,,
2,Ekholm,66.0,2,D,Romagnoli,5.0,False,,
2,Ekholm,66.0,3,D,Gendrey,6.0,False,,
2,Ekholm,66.0,4,D,Ndicka,6.5,False,,
2,Ekholm,66.0,5,C,Lovric,5.0,False,,
2,Ekholm,66.0,6,C,Loftus-Cheek,4.5,False,,
2,Ekholm,66.0,7,C,Colpani,8.0,False,G,
2,Ekholm,66.0,8,C,Felipe Anderson,5.0,False,,
2,Ekholm,66.0,9,C,Bove,6.5,False,,
2,Ekholm,66.0,10,A,Giroud,6.0,False,S,
2,Ekholm,66.0,11,A,Almqvist,7.0,False,,
2,Ekholm,66.0,12,A,Belotti,8.0,False,SS,
2,Ekholm,66.0,13,A,Arnautovic,6.0,False,,
2,Ekholm,66.0,14,C,Fagioli,6.0,False,,
2,Ekholm,66.0,15,C,Jankto,,False,,
2,Ekholm,66.0,16,D,Kristensen Ra.,8.0,False,S,
2,Ekholm,66.0,17,D,Casale,5.0,False,,
2,Ekholm,66.0,18,D,Lovato,5.0,False,,
2,Ekholm,66.0,19,D,Tomori,,False,,
2,Ekholm,66.0,20,C,Iling-Junior,,False,,
2,Ekholm,66.0,21,D,Ferreira Joao,6.0,False,,
2,Ekholm,66.0,22,C,Weah Tim.,6.0,False,,
2,Ekholm,66.0,23,A,Yildiz,,False,,
2,Ekholm,66.0,24,A,Ake,,False,,
2,Ekholm,66.0,25,P,Carnesecchi,6.5,True,,-3
2,Harma,69.5,1,P,Consigli,,False,,
2,Harma,69.5,2,D,Vina,7.0,False,S,
2,Harma,69.5,3,D,Bijol,7.0,False,,
2,Harma,69.5,4,D,Baschirotto,5.0,False,E,
2,Harma,69.5,5,C,Vlasic,,False,,
2,Harma,69.5,6,C,Barella,6.5,False,,
2,Harma,69.5,7,C,Ciurria,5.5,False,,
2,Harma,69.5,8,C,Ricci Samuele,6.0,False,,
2,Harma,69.5,9,A,Vlahovic,10.0,False,GG,
2,Harma,69.5,10,A,Zaccagni,6.0,False,,
2,Harma,69.5,11,A,Kvaratskhelia,5.5,False,,
2,Harma,69.5,12,A,Banda,6.5,False,,
2,Harma,69.5,13,A,Caputo,5.5,False,,
2,Harma,69.5,14,C,Maleh,4.5,True,,
2,Harma,69.5,15,C,Barak,,False,,
2,Harma,69.5,16,C,Fazzini,4.5,False,,
2,Harma,69.5,17,C,Deiola,6.0,False,,
2,Harma,69.5,18,C,Akpa Akpro,,False,,
2,Harma,69.5,19,D,Bakker,,False,,
2,Harma,69.5,20,D,Luperto,4.0,False,,
2,Harma,69.5,21,D,Vasquez Johan,,False,,
2,Harma,69.5,22,D,Gallo An.,5.5,False,,
2,Harma,69.5,23,D,Bellanova,7.0,False,S,
2,Harma,69.5,24,D,De Silvestri,6.0,False,,
2,Harma,69.5,25,P,Cragno,6.5,True,,-4
2,Keränen,71.0,1,P,Di Gregorio,,False,,
2,Keränen,71.0,2,D,Terracciano Fi.,6.0,False,,
2,Keränen,71.0,3,D,Augello,5.5,False,,
2,Keränen,71.0,4,D,Spinazzola,7.0,False,,
2,Keränen,71.0,5,C,Guendouzi,,False,,
2,Keränen,71.0,6,C,Moro Ni.,,False,,
2,Keränen,71.0,7,C,Chiesa F.,8.5,False,G,
2,Keränen,71.0,8,D,Dimarco,7.5,False,S,
2,Keränen,71.0,9,A,Immobile,4.5,False,,
2,Keränen,71.0,10,A,Sottil R.,,False,,
2,Keränen,71.0,11,A,Retegui,8.0,False,G,
2,Keränen,71.0,12,P,Sorrentino,5.0,True,,-1
2,Keränen,71.0,13,A,Lucca,6.0,True,,
2,Keränen,71.0,14,C,Oristanio,,False,,
2,Keränen,71.0,15,D,Parisi Fa.,6.5,True,,
2,Keränen,71.0,16,C,Miretti,6.5,True,,
2,Keränen,71.0,17,C,Locatelli M.,7.5,False,S,
2,Keränen,71.0,18,D,Zappacosta,5.5,False,,
2,Keränen,71.0,19,D,Pirola,5.0,False,,
2,Keränen,71.0,20,C,Rovella,6.0,False,,
2,Keränen,71.0,21,D,Ruggeri,5.5,False,,
2,Keränen,71.0,22,D,Ranieri,,False,,
2,Keränen,71.0,23,C,Ranocchia Fi.,,False,,
2,Keränen,71.0,24,A,Isaksen,,False,,
2,Keränen,71.0,25,D,Zanoli,,False,,
2,Keränen,71.0,26,A,Cruz Juan,,False,,
2,Kouvonkorpi,66.5,1,P,Maignan,5.5,False,,-5
2,Kouvonkorpi,66.5,2,D,Izzo,6.0,False,,
2,Kouvonkorpi,66.5,3,D,Beukema,6.0,False,,
2,Kouvonkorpi,66.5,4,D,Kristiansen,6.0,False,,
2,Kouvonkorpi,66.5,5,C,Lobotka,5.5,False,,
2,Kouvonkorpi,66.5,6,C,Gagliardini,6.5,False,,
2,Kouvonkorpi,66.5,7,C,Anguissa,5.0,False,,
2,Kouvonkorpi,66.5,8,C,Samardzic,5.5,False,,
2,Kouvonkorpi,66.5,9,C,Luis Alberto,8.0,False,G,
2,Kouvonkorpi,66.5,10,A,Leao,6.0,False,G,
2,Kouvonkorpi,66.5,11,A,Luvumbo,6.5,False,,
2,Kouvonkorpi,66.5,12,P,Sportiello,,False,,
2,Kouvonkorpi,66.5,13,A,Karlsson Jesper,6.5,False,,
2,Kouvonkorpi,66.5,14,C,Frattesi,8.0,False,G,
2,Kouvonkorpi,66.5,15,C,Arthur,6.5,False,,
2,Kouvonkorpi,66.5,16,D,Cuadrado,,False,,
2,Kouvonkorpi,66.5,17,C,Cajuste,6.5,False,S,
2,Kouvonkorpi,66.5,18,A,Romero Luka,,False,,
2,Kouvonkorpi,66.5,19,A,Cambiaghi,6.0,False,,
2,Kouvonkorpi,66.5,20,C,Musah,,False,,
2,Kouvonkorpi,66.5,21,D,Corazza,,False,,
2,Kouvonkorpi,66.5,22,D,Monterisi,5.0,False,,
2,Kouvonkorpi,66.5,23,D,Mazzocchi,5.0,False,,
2,Kouvonkorpi,66.5,24,C,Infantino,,False,,
2,Kouvonkorpi,66.5,25,D,D'Ambrosio,,False,,
2,Kouvonkorpi,66.5,26,D,Matturro,,False,,
2,Pekkala,67.5,1,P,Martinez Josep,6.0,False,,-2
2,Pekkala,67.5,2,D,Cambiaso,5.5,False,,
2,Pekkala,67.5,3,D,Hernandez Theo,5.0,False,,
2,Pekkala,67.5,4,D,Thiaw,4.5,False,,
2,Pekkala,67.5,5,C,Harroui,,False,,
2,Pekkala,67.5,6,C,De Ketelaere,5.0,False,,
2,Pekkala,67.5,7,C,Strefezza,6.0,False,,
2,Pekkala,67.5,8,C,Aouar,,False,,
2,Pekkala,67.5,9,A,Thuram Ma.,9.0,False,G,
2,Pekkala,67.5,10,A,Pulisic,4.5,False,,
2,Pekkala,67.5,11,A,Dybala,10.0,False,GG,
2,Pekkala,67.5,12,P,Leali,,False,,
2,Pekkala,67.5,13,A,Krstovic,8.0,False,G,
2,Pekkala,67.5,14,A,Lauriente,4.5,False,,
2,Pekkala,67.5,15,A,Colombo Lo.,7.0,False,S,
2,Pekkala,67.5,16,A,Dia,,False,,
2,Pekkala,67.5,17,C,Baldanzi,6.0,True,,
2,Pekkala,67.5,18,C,Fabbian,6.0,True,,
2,Pekkala,67.5,19,C,Soule,7.5,False,S,
2,Pekkala,67.5,20,C,Pafundi,,False,,
2,Pekkala,67.5,21,C,Faticanti,,False,,
2,Pekkala,67.5,22,D,Doig,6.0,False,,
2,Pekkala,67.5,23,D,Dragusin,6.5,False,,
2,Pekkala,67.5,24,D,Pongracic,6.0,False,,
2,Pekkala,67.5,25,D,Missori,,False,,
2,Putula,69.0,1,P,Montipo,7.0,False,,
2,Putula,69.0,2,D,Kolasinac,6.0,False,,
2,Putula,69.0,3,D,Schuurs,6.0,False,,
2,Putula,69.0,4,D,Bremer,6.5,False,,
2,Putula,69.0,5,C,Koopmeiners,7.5,False,G,
2,Putula,69.0,6,C,Reijnders,5.0,False,,
2,Putula,69.0,7,C,Freuler,6.0,False,,
2,Putula,69.0,8,C,Nandez,6.0,False,,
2,Putula,69.0,9,A,Lukaku,8.0,False,G,
2,Putula,69.0,10,A,Osimhen,5.0,False,,
2,Putula,69.0,11,A,Zirkzee,6.0,False,,
2,Putula,69.0,12,A,Nzola,5.0,False,,
2,Putula,69.0,13,C,Rabiot,7.0,False,S,
2,Putula,69.0,14,C,Saponara,,False,,
2,Putula,69.0,15,C,Rafia,5.5,False,,
2,Putula,69.0,16,C,Tameze,6.0,False,,
2,Putula,69.0,17,C,Coulibaly Las.,,False,,
2,Putula,69.0,18,D,Marusic,5.0,False,,
2,Putula,69.0,19,D,Natan,,False,,
2,Putula,69.0,20,D,Lazaro,6.0,False,,
2,Putula,69.0,21,D,Kayode,,False,,
2,Putula,69.0,22,D,Zemura,,False,,
2,Putula,69.0,23,D,Caleb Okoli,6.0,False,,
2,Tuuri,69.0,1,P,Silvestri Ma.,6.0,False,,
2,Tuuri,69.0,2,D,Di Lorenzo,5.5,False,,
2,Tuuri,69.0,3,D,Milenkovic,6.0,False,,
2,Tuuri,69.0,4,D,Buongiorno,8.0,False,G,
2,Tuuri,69.0,5,C,Bonaventura,7.5,False,G,
2,Tuuri,69.0,6,C,Pessina,7.0,False,,
2,Tuuri,69.0,7,C,Candreva,5.5,False,,
2,Tuuri,69.0,8,C,Ferguson,5.0,False,,
2,Tuuri,69.0,9,A,Raspadori,8.0,False,G,
2,Tuuri,69.0,10,A,Berardi D.,5.0,False,,
2,Tuuri,69.0,11,A,Orsolini,5.5,False,,
2,Tuuri,69.0,12,P,Padelli,,False,,
2,Tuuri,69.0,13,A,Beltran,6.5,False,,
2,Tuuri,69.0,14,A,Scamacca,5.5,False,,
2,Tuuri,69.0,15,A,Mulattieri,,False,,
2,Tuuri,69.0,16,C,Mandragora,6.5,False,,
2,Tuuri,69.0,17,C,Folorunsho,6.0,False,,
2,Tuuri,69.0,18,C,Cancellieri,6.0,False,,
2,Tuuri,69.0,19,D,Biraghi,6.0,False,,
2,Tuuri,69.0,20,D,Faraoni,6.0,False,,
2,Tuuri,69.0,21,D,Scalvini,6.5,False,,
2,Tuuri,69.0,22,D,Dorgu,6.0,False,,
2,Tuuri,69.0,23,D,Viti,,False,,
2,Tuuri,69.0,24,D,Coppola Di.,,False,,
2,Äärelä,76.5,1,P,Ochoa,5.0,False,,-3
2,Äärelä,76.5,2,D,Danilo Luiz,6.5,False,,
2,Äärelä,76.5,3,D,Dumfries,7.5,False,S,
2,Äärelä,76.5,4,D,Olivera Ma.,6.0,False,,
2,Äärelä,76.5,5,C,Krunic,5.5,False,,
2,Äärelä,76.5,6,C,Zielinski,6.5,False,S,
2,Äärelä,76.5,7,C,Mkhitaryan,11.0,False,GG S,
2,Äärelä,76.5,8,C,Calhanoglu,8.5,False,G,
2,Äärelä,76.5,9,A,Martinez La.,8.0,False,S,
2,Äärelä,76.5,10,A,Gonzalez Ni.,7.0,False,S,
2,Äärelä,76.5,11,C,Elmas,5.0,False,,
2,Äärelä,76.5,12,C,Ramadani,6.0,False,,
2,Äärelä,76.5,13,C,Barrenechea,6.5,False,,
2,Äärelä,76.5,14,C,Kamada,6.5,False,S,
2,Äärelä,76.5,15,A,Carboni Val.,,False,,
2,Äärelä,76.5,16,C,Pellegrini Lo.,,False,,
2,Äärelä,76.5,17,D,Gatti Fe.,6.5,False,,
2,Äärelä,76.5,18,D,Dodo,5.5,False,,
2,Äärelä,76.5,19,D,Hien,6.5,False,,
2,Äärelä,76.5,20,D,Ebuehi,,False,,
2,Äärelä,76.5,21,D,Pellegrino Ma.,,False,,
2,Äärelä,76.5,22,A,Traore Chaka,,False,,
2,Äärelä,76.5,23,A,Vivaldo,,False,,
2,Äärelä,76.5,24,A,Touré E.B.,,False,,
3,Ekholm,67.0,1,P,Carnesecchi,,False,,
3,Ekholm,67.0,2,D,Romagnoli,5.0,False,,
3,Ekholm,67.0,3,D,Gendrey,7.0,False,S,
3,Ekholm,67.0,4,D,Tomori,6.5,False,,
3,Ekholm,67.0,5,D,Kristensen Ra.,6.5,False,,
3,Ekholm,67.0,6,C,Weah Tim.,5.0,False,,
3,Ekholm,67.0,7,C,Colpani,7.0,False,,
3,Ekholm,67.0,8,C,Felipe Anderson,5.5,False,,
3,Ekholm,67.0,9,A,Giroud,6.5,False,S,
3,Ekholm,67.0,10,A,Almqvist,6.0,False,,
3,Ekholm,67.0,11,A,Arnautovic,5.5,False,,
3,Ekholm,67.0,12,A,Belotti,,False,,
3,Ekholm,67.0,13,C,Fagioli,6.5,False,S,
3,Ekholm,67.0,14,C,Bove,,False,,
3,Ekholm,67.0,15,C,Lovric,6.5,False,,
3,Ekholm,67.0,16,D,Ndicka,5.0,False,,
3,Ekholm,67.0,17,D,Casale,,False,,
3,Ekholm,67.0,18,C,Jankto,,False,,
3,Ekholm,67.0,19,C,Loftus-Cheek,6.0,False,,
3,Ekholm,67.0,20,C,Iling-Junior,6.0,False,,
3,Ekholm,67.0,21,D,Ferreira Joao,,False,,
3,Ekholm,67.0,22,D,Lovato,5.0,False,,
3,Ekholm,67.0,23,A,Yildiz,,False,,
3,Ekholm,67.0,24,A,Ake,,False,,
3,Ekholm,67.0,25,P,Musso,6.5,True,,
3,Harma,66.5,1,P,Cragno,6.5,False,,-2
3,Harma,66.5,2,D,Vasquez Johan,5.0,False,,
3,Harma,66.5,3,D,Bijol,6.0,False,,
3,Harma,66.5,4,D,Gallo An.,6.5,False,,
3,Harma,66.5,5,D,Bellanova,6.5,False,,
3,Harma,66.5,6,C,Deiola,5.5,False,,
3,Harma,66.5,7,C,Ciurria,7.0,False,,
3,Harma,66.5,8,C,Ricci Samuele,,False,,
3,Harma,66.5,9,A,Vlahovic,4.5,False,,
3,Harma,66.5,10,A,Zaccagni,6.5,False,,
3,Harma,66.5,11,A,Kvaratskhelia,6.5,False,,
3,Harma,66.5,12,A,Banda,,False,,
3,Harma,66.5,13,A,Caputo,,False,,
3,Harma,66.5,14,C,Barella,6.0,True,,
3,Harma,66.5,15,C,Barak,,False,,
3,Harma,66.5,16,C,Vlasic,6.5,False,,
3,Harma,66.5,17,C,Maleh,5.5,False,,
3,Harma,66.5,18,C,Akpa Akpro,,False,,
3,Harma,66.5,19,C,Fazzini,5.5,False,,
3,Harma,66.5,20,D,Bakker,,False,,
3,Harma,66.5,21,D,Vina,5.0,False,ag,
3,Harma,66.5,22,D,De Silvestri,5.5,False,,
3,Harma,66.5,23,D,Luperto,6.5,False,,
3,Harma,66.5,24,D,Baschirotto,,False,,
3,Keränen,68.0,1,P,Di Gregorio,7.0,False,,-1
3,Keränen,68.0,2,D,Zappacosta,6.5,False,,
3,Keränen,68.0,3,D,Parisi Fa.,,False,,
3,Keränen,68.0,4,D,Ruggeri,6.5,False,,
3,Keränen,68.0,5,C,Locatelli M.,5.5,False,,
3,Keränen,68.0,6,C,Guendouzi,5.0,False,,
3,Keränen,68.0,7,C,Chiesa F.,8.0,False,G,
3,Keränen,68.0,8,D,Dimarco,8.0,False,G,
3,Keränen,68.0,9,A,Immobile,7.0,False,G,
3,Keränen,68.0,10,A,Lucca,4.5,False,,
3,Keränen,68.0,11,A,Retegui,5.5,False,,
3,Keränen,68.0,12,P,Sorrentino,,False,,
3,Keränen,68.0,13,C,Miretti,4.5,True,,
3,Keränen,68.0,14,A,Sottil R.,,False,,
3,Keränen,68.0,15,C,Moro Ni.,,False,,
3,Keränen,68.0,16,A,Isaksen,5.0,False,,
3,Keränen,68.0,17,D,Spinazzola,6.5,False,,
3,Keränen,68.0,18,D,Pirola,5.5,False,,
3,Keränen,68.0,19,D,Ranieri,6.0,False,,
3,Keränen,68.0,20,C,Rovella,5.5,False,,
3,Keränen,68.0,21,D,Augello,5.5,False,,
3,Keränen,68.0,22,C,Oristanio,6.0,False,,
3,Keränen,68.0,23,D,Terracciano Fi.,6.0,False,,
3,Keränen,68.0,24,C,Ranocchia Fi.,6.5,False,,
3,Keränen,68.0,25,D,Zanoli,,False,,
3,Keränen,68.0,26,A,Cruz Juan,,False,,
3,Kouvonkorpi,69.0,1,P,Sportiello,6.5,False,,
3,Kouvonkorpi,69.0,2,D,Cuadrado,,False,,
3,Kouvonkorpi,69.0,3,D,Izzo,6.5,False,,
3,Kouvonkorpi,69.0,4,D,Mazzocchi,6.0,False,,
3,Kouvonkorpi,69.0,5,C,Gagliardini,8.0,False,G,
3,Kouvonkorpi,69.0,6,C,Frattesi,6.0,False,,
3,Kouvonkorpi,69.0,7,C,Samardzic,6.0,False,,
